FNAME,LNAME,GENDER,TELNO,BIRTHDATE,IDNUMBER,CITY,TOWN
HAMMAD,EREN,M,5515626583,1942-12-13,74793167076,ARDAHAN,ÇILDIR
MÜJDE,KARAKOYUN,F,5415380490,1951-06-29,61924480719,AYDIN,INCIRLIOVA
TUFAN,ÇAĞIL,M,5479131445,1978-07-09,87972234502,MALATYA,DARENDE
CANİB,DEMİRÖZ,M,5320880523,2018-02-21,31975023433,TUNCELI,MERKEZ
SEVİL,ERCAN,F,5466985336,1982-10-30,53675293852,KIRIKKALE,MERKEZ
MERVE,ÇELİK,F,5328327407,1983-08-17,47247922403,BURSA,YENISEHIR
KERAMET,ÇELİK,M,5513828890,1983-05-08,32326012470,GIRESUN,YAGLIDERE
MELEK,ATAY,F,5384418103,2013-08-26,33664879502,KÜTAHYA,DUMLUPINAR
HAYRANİ,ALTINBOĞA,M,5401707304,2022-04-10,72124545730,YOZGAT,ÇANDIR
HAŞMET,ÖZDEMİR,M,5382813704,1982-05-23,38602049799,AFYONKARAHISAR,SANDIKLI
CANSIN,ŞEN TANRIKULU,F,5490164849,1971-01-23,82231902940,ESKISEHIR,SARICAKAYA
BURHAN,ÖNDE,M,5515152761,1967-12-16,41448907155,KAHRAMANMARAS,ÇAGLAYANCERIT
CANSEL,TURGUT,F,5503441598,2003-08-28,44836830956,SANLIURFA,HARRAN
ETEM,FAKIOĞLU,M,5476158064,1945-04-21,16421908265,ANTALYA,ELMALI
ECMEL,SEVİNÇ,M,5516989534,1953-01-18,87797845795,ANKARA,ÇANKAYA
DİLARA,KOÇ,F,5475194491,1945-11-15,19675997144,KARS,SUSUZ
GÜLBEN,HAVAS,F,5390039787,1992-02-09,74799630390,ZONGULDAK,ÇAYCUMA
ŞEYBAN,GÖNCÜ,M,5395737688,2014-11-05,18199516754,KASTAMONU,AGLI
TÜRKAN,İLGÜN,F,5526588262,1969-05-18,80387141889,TOKAT,BASÇIFTLIK
HANSA,BOZKURTER,F,5473611760,1970-12-19,63089630517,DÜZCE,YIGILCA
FEDA,BAHÇECİ,M,5374594863,1962-11-10,47935937126,TEKIRDAG,MERKEZ
YONCA,AYIK,F,5465504816,1956-03-27,69329712938,IZMIR,KARABURUN
SALAHADDİN,MUMCUOĞLU,M,5352522307,1996-04-29,52895623038,SAMSUN,ALAÇAM
RIZA,ŞAİR,M,5324886783,1931-07-17,62343054828,ERZINCAN,ÜZÜMLÜ
ÇİÇEK,YAMAN,F,5418684964,1958-09-09,83650789208,RIZE,IKIZDERE
KADÎR,ÇETİN,M,5452596036,1987-10-02,17452669429,ANTALYA,FINIKE
MİRAY,ÇETİN,F,5451103756,1945-08-03,18641915878,GAZIANTEP,NURDAGI
DİLEK,ACARBULUT,F,5389317383,1978-06-25,34009022338,VAN,BAHÇESARAY
NECMİ,SEVÜK,M,5301741326,1993-02-25,48385491098,KONYA,GÜNEYSINIR
SONGÜL,ASLANALP,F,5360615972,2018-04-25,39405997495,ANKARA,ALTINDAG
CANİB,DEMİRÖZ,M,5566829031,1939-08-28,50842249390,KARS,MERKEZ
TURNA,DOĞAN,F,5506128014,1975-07-06,67276913985,ISTANBUL,BASAKSEHIR
ALTEMUR,TARLAN,M,5455282997,1930-07-03,39788445401,ORDU,PERSEMBE
HANSA,BOZKURTER,F,5588024480,1969-11-15,82946174204,MANISA,KIRKAGAÇ
GAZİ,BAŞYURT,M,5455928528,2012-01-22,64009155544,SAMSUN,ASARCIK
HIZIR,KURU,M,5346274998,2011-04-12,70696007613,BINGÖL,KIGI
OKAN,VEZİROĞLU BİRDANE,M,5310404893,1943-07-10,86659468101,MUGLA,KAVAKLIDERE
RESÜL,GÜZEL,M,5376257608,1965-07-26,56979885250,OSMANIYE,KADIRLI
CELAL,İNCE,M,5569288797,1950-01-20,37654204435,DENIZLI,GÖLBASI
SUZAN,ÖZÇELİK,F,5315519895,1995-08-07,25442531341,DENIZLI,ACIPAYAM
ÖZLEM,ÜNSAL,F,5313160231,1982-01-31,67637478374,ESKISEHIR,TEPEBASI
CAN,AKDEMİR,M,5403435197,1940-11-10,35218811304,ERZURUM,HINIS
REYHAN,BULUR,F,5351164909,1940-05-08,80775491306,ESKISEHIR,SIVRIHISAR
CEMAL,BABACAN,M,5369939820,2020-07-16,20610350918,ESKISEHIR,ODUNPAZARI
AHİ,ARIKAN YORGUN,M,5471856218,2021-05-29,22843431846,KAYSERI,TOMARZA
KILIÇ,DOĞAN,M,5457712898,1962-07-14,67856647022,ERZINCAN,ÇAYIRLI
MİR,BOZKURT,M,5580110488,1944-08-29,49103481432,BALIKESIR,SAVASTEPE
ATALAY,KOCAKAYA ALTUNDAL,M,5483537269,1933-07-13,18360956673,MANISA,AHMETLI
İZZET,ALTUNTAŞ,M,5493400156,1940-07-02,19114055100,BURDUR,TEFENNI
MÜMTAZ,ALBAYRAK,M,5368121261,1986-07-24,32375266511,KONYA,YUNAK
CİHANŞAH,SEVEN,M,5393271059,1986-09-03,59615235578,YALOVA,ÇINARCIK
EVRAN,YENİDÜNYA,M,5374991908,1952-11-21,35768117755,DIYARBAKIR,HANI
HACİB,VATANSEVER,M,5556161342,1936-02-22,78608819387,SIVAS,MERKEZ
RABİA,NASIROĞLU,F,5532627414,1953-12-23,23941408136,ÇANKIRI,ORTA
İHSAN,ÇİFT,M,5435425777,1972-01-12,60808285378,KIRKLARELI,PEHLIVANKÖY
DÜRDANE,KUCUR TÜLÜBAŞ,F,5389141948,1968-12-21,33581730713,MUGLA,BODRUM
ESVED,ATMIŞ,M,5592598553,1963-03-23,42189719444,ESKISEHIR,ÇIFTELER
SERTAP,ÇİMEN,F,5409339919,1970-05-29,48261523391,VAN,BASKALE
NAZAN,ÇETİN,F,5317718565,1971-06-02,33468097462,DIYARBAKIR,KOCAKÖY
GÜVEN,GÜLŞEN,F,5492742120,1992-08-23,57563521320,KONYA,ÇUMRA
NECATİ,KIRASLAN,M,5433149188,1955-03-30,82753765358,OSMANIYE,SUMBAS
ŞİHABEDDİN,KARATOPRAK,M,5582500517,1995-03-03,74550500205,SIVAS,DIVRIGI
KILIÇ,DOĞAN,M,5475208212,2008-08-28,20161818305,ISTANBUL,GAZIOSMANPASA
FEDA,BAHÇECİ,M,5470866421,1997-07-03,36284874931,SAKARYA,PAMUKOVA
HIZIR,KURU,M,5471908111,2019-01-01,22400280905,KONYA,ILGIN
AHMED,EKİCİ,M,5560303904,2008-05-10,60795890583,KONYA,SEYDISEHIR
MÜJDAT,AKIN,M,5427509969,2005-12-04,84493873242,ERZURUM,TORTUM
CEYLİNAZ,KÜFECİLER,F,5555241744,1974-11-07,50550966043,ADANA,SEYHAN
ANİTA,KAYA,F,5489881583,1938-01-02,80796863679,SIVAS,GÖLBASI
ZEYNEL,KARAKAN,M,5444462306,2021-12-10,13696471940,KIRKLARELI,DEMIRKÖY
ÖZLEM,ÜNSAL,F,5432380659,1946-05-27,83778178324,VAN,GÖLBASI
HASİN,TATAR,M,5484155988,2005-04-11,39952074392,KIRSEHIR,MERKEZ
YAVUZ,SERT,M,5532412525,1981-12-05,85848209519,GIRESUN,GÖRELE
FERİDUN,ULUBAŞOĞLU,M,5474143418,2019-01-01,50142558294,OSMANIYE,KADIRLI
ŞEREF,GÜRER,M,5514614912,2018-06-02,40645044556,YOZGAT,SORGUN
ZAHİDE,ERDEM,F,5535006633,1980-07-13,74260554980,ÇANKIRI,KIZILIRMAK
ALPASLAN,KARAGÖZ,M,5507916561,1943-02-19,10384702593,SAMSUN,KAVAK
İMRAN,ALUÇLU,F,5423972085,1954-02-19,68164283027,KOCAELI,DARICA
BELEMİR,GÜMÜŞAY,F,5520109635,1966-03-13,12758869213,SAKARYA,SAPANCA
EMİNE,SARAÇOĞLU ÇEKİÇ,F,5546607852,2020-12-07,74309744238,AFYONKARAHISAR,BASMAKÇI
FULYA,KUMRAL,F,5551783502,1946-08-24,88441473910,BURSA,ORHANGAZI
NAZAN,ÇETİN,F,5567929682,2006-05-19,34938973902,BOLU,MERKEZ
BERCESTE,ŞEYHANLI,F,5575042970,1962-06-23,26837944057,DÜZCE,CUMAYERI
TÜRKAN,İLGÜN,F,5421667508,1993-01-14,28155273617,BURSA,INEGÖL
FAZİLET,KAZBEK,F,5304633327,1941-11-27,76336011931,GIRESUN,MERKEZ
ŞENAY,DEMİRHAN,F,5440773471,1931-07-01,48800284777,BAYBURT,MERKEZ
KUDDUSİ,ONAR ŞEKERCİ,M,5585011297,1973-05-11,26814451642,KAYSERI,INCESU
FÜSUN,YILDIRIM,F,5309570684,1939-01-05,31675967583,ERZINCAN,ÇAYIRLI
NİHAT,GENÇ,M,5448425503,1938-04-09,14436665000,BURDUR,ÇELTIKÇI
MUHARREM,KARADENİZ,M,5555691571,1962-11-18,14700338108,TUNCELI,MERKEZ
NUR,KILIÇ,F,5580535315,1931-01-25,79478875327,KÜTAHYA,DUMLUPINAR
ZÜMRÜT,KAZANCI,F,5355117469,1997-08-05,65710164513,ISTANBUL,ARNAVUTKÖY
ŞERMİN,ÖZTÜRK,F,5480587065,1937-05-22,26964174469,KASTAMONU,SEYDILER
VELİ,DUMAN,M,5303441910,1943-07-17,35489269266,AKSARAY,GÜLAGAÇ
ZÜBEYR,TEN,M,5313025443,1932-02-26,20887003715,ÇORUM,OGUZLAR
ZEYNEL,KARAKAN,M,5367999556,1996-03-13,88030768516,TOKAT,ARTOVA
TAKİ,KARAKAYA,M,5448754007,1974-03-12,31253080032,AGRI,DIYADIN
HABBAB,SANHAL,M,5438984710,1997-02-01,60028989612,ÇANAKKALE,ECEABAT
ALPİKE,AKPINAR,F,5558756999,1988-01-08,74365083556,MARDIN,YESILLI
ŞELALE,ÖZKAN,F,5339405003,1937-09-27,84529630333,AMASYA,SULUOVA
DÜNYA,KUŞKU,F,5420512444,2012-07-19,27822489263,ANTALYA,GAZIPASA
DİCLE,KAYACAN,F,5320118616,1946-03-12,88683821983,KONYA,GÖLBASI
GEVHERİ,YURDSEVEN,M,5596946623,1937-12-20,14364291992,TUNCELI,HOZAT
ALTIN,ABACIOĞLU,F,5586038058,2004-04-12,19710439681,ORDU,KABADÜZ
SEDA,SARAÇ,F,5475293989,2016-02-11,46606526684,SAMSUN,YAKAKENT
ELİF,ONUK,F,5476497082,1932-10-06,61478582969,ORDU,GÜRGENTEPE
HAŞİM,IŞIKALAN,M,5479806419,1961-04-30,52216231638,IGDIR,ARALIK
ZEYD,BAKAN,M,5577103820,2023-06-21,36858304417,NEVSEHIR,HACIBEKTAS
ÖYKÜ,POLAT ÇİÇEK,F,5497644903,2000-05-09,87375247579,YOZGAT,YERKÖY
FUAT,IŞIK,M,5457569950,1972-01-29,85465452675,KAYSERI,KOCASINAN
KİRAM,ÖZDEMİR,M,5433417026,1939-03-28,37294643333,VAN,MERKEZ
DANİŞ,YALNIZ,M,5390502037,1992-10-02,50122800655,KÜTAHYA,ALTINTAS
CEZMİ,DAM,M,5528660708,1943-10-24,54589419339,NEVSEHIR,AVANOS
BERKİN,ÇELİK,M,5594606425,1955-11-16,69816796565,ISTANBUL,ZEYTINBURNU
ZAFİR,YILMAZ GELEBEK,M,5346938241,1966-09-16,61178266030,ADANA,YUMURTALIK
PELİNSU,AZAK,F,5373110607,1955-11-24,82044824858,ÇORUM,BOGAZKALE
ALTIN,ABACIOĞLU,F,5433813824,2010-12-12,51521223161,BILECIK,BOZÜYÜK
ZEHRA,KARAMANLI,F,5593558295,1990-03-29,52834069849,KAHRAMANMARAS,ELBISTAN
KABİL,KIRBAŞ,M,5486596123,2005-12-11,65899418345,ADIYAMAN,BESNI
NURGÜL,KAYA,F,5371115581,2010-09-04,55082874300,KIRKLARELI,LÜLEBURGAZ
PİRAYE,UZUN,F,5426537248,1943-02-17,64570643384,TOKAT,ZILE
KAMELYA,ULUTAŞ,F,5385286782,1999-04-06,61370339301,SAKARYA,ADAPAZARI
ŞEHLEVENT,ÖNCEL,M,5390435085,1983-07-16,37594857433,BURDUR,ÇAVDIR
NİSAN,TAŞ,F,5364443973,1958-04-09,59183939121,BINGÖL,SOLHAN
MERYEM,USTA GÜÇ,F,5337749742,1976-09-08,69460263539,SANLIURFA,SURUÇ
ŞENNUR,EMLAKÇIOĞLU,F,5384892990,1994-09-10,48098533531,DÜZCE,ÇILIMLI
PERRAN,TUNCEL,F,5441001366,1939-04-25,86689854180,ANTALYA,GÖLBASI
TÜLAY,ŞAHİNER,F,5344352061,1984-12-04,75979083923,ORDU,FATSA
MUKTEFİ,ULUSOY,M,5342831788,1981-07-28,83997964042,AGRI,HAMUR
NEŞET,DEMİRTAŞ,M,5448974362,1974-11-07,72353094338,MANISA,MERKEZ
MUKTEDİR,NAR,M,5529716215,2006-12-29,18747954531,KARABÜK,ESKIPAZAR
FAZLI,ÇELİKER,M,5465978705,1951-09-25,85297944017,ESKISEHIR,MAHMUDIYE
SİNAN,ÖZATEŞ,M,5445626602,1946-11-30,13723502638,ISTANBUL,PENDIK
ÇİSE,YALÇINKAYA,F,5353738739,1986-11-01,84536048350,KIRKLARELI,MERKEZ
AMİR,ÇATAK,M,5543364043,1968-03-12,33758653301,BALIKESIR,BANDIRMA
NESİMİ,YILDIZ,M,5433595078,2023-12-21,62491566124,MANISA,AHMETLI
GÜLDEM,YILDIZ,F,5309664495,1977-12-05,52804462037,KAHRAMANMARAS,MERKEZ
GÜLŞEN,GÜL,F,5498031680,1931-09-06,23589334185,KAYSERI,KOCASINAN
NESİMİ,YILDIZ,M,5339118616,1954-06-08,22311950230,AYDIN,ÇINE
MUHARREM,KARADENİZ,M,5377421398,2016-08-05,85846111237,IZMIR,BUCA
TUTKU,EKİZ,F,5514635549,1944-02-09,26766542299,MARDIN,YESILLI
ÇİLER,YİĞİT,F,5367871031,2005-06-28,65179791688,ORDU,GÖLKÖY
FERAMUŞ,IŞIK,M,5454510538,1988-02-13,18340372652,DENIZLI,ÇARDAK
ADELYA,ÖZTÜRK,F,5464815519,1988-02-18,16028527028,RIZE,IKIZDERE
SEVGİ,ÇELİK,F,5586406114,1975-03-07,21326012496,MANISA,AHMETLI
GÖNÜL,YILDIRIM,F,5456452831,1935-09-05,14945102430,ESKISEHIR,HAN
GÖKŞİN,SEVER,F,5464069713,2002-05-22,32415246269,KONYA,CIHANBEYLI
BİŞR,HODJAOGLU,M,5472753799,1935-10-31,32577559555,MALATYA,KULUNCAK
CEMAL,BABACAN,M,5585579852,1970-10-18,39599064282,BAYBURT,DEMIRÖZÜ
ÖZLEN,ALPINAR,F,5399258827,2000-04-01,33176843010,KÜTAHYA,SAPHANE
TÜNAY,AŞIK,F,5480092192,1953-05-03,36434872165,TOKAT,ARTOVA
AHENK,ERTEKİN,F,5418049176,2006-07-07,28940121683,ÇANAKKALE,GÖLBASI
ÇAĞIL,KAYAYURT,F,5473604002,1990-04-29,45844349021,SIRNAK,SILOPI
PERİ,GÖZCÜ,F,5559115172,1959-12-14,51529995394,MUGLA,KÖYCEGIZ
BİŞR,HODJAOGLU,M,5595437293,2012-08-12,78686258437,BILECIK,OSMANELI
İPEK,ŞATIR ERTEM,F,5456240016,2020-04-14,68645714733,ÇANKIRI,SABANÖZÜ
VİLDAN,KÖYLÜ,F,5376393836,1933-05-20,77553906794,KOCAELI,IZMIT
HÜSAMEDDİN,EROL,M,5466211480,2015-09-30,30813586234,ESKISEHIR,ALPU
NİLGÜN,AMİROVA UÇAN,F,5558692558,1954-01-21,84451769269,ARDAHAN,GÖLE
GÜRBÜZ,KISA KARAKAYA,M,5554359185,1995-03-31,41949758784,KASTAMONU,TOSYA
ALPEREN,YAKAR,M,5485205073,1935-01-24,29157715919,KAYSERI,SARIOGLAN
ÖMER,BAŞTÜRK AYHAN,M,5520802769,1965-10-05,15317069613,ESKISEHIR,GÜNYÜZÜ
TUBA,BÜKÜM,F,5402470168,2003-05-18,70909614054,MERSIN,GÖLBASI
BUĞRA,BALLI,M,5486806943,1996-05-08,30386633097,IZMIR,ÇIGLI
CEMALİ,AYVAZ,M,5374715274,1960-05-12,89749273468,ANKARA,KALECIK
SEDEF,ALKURT KAYIKÇI,F,5434499888,1990-04-07,15315112425,ISPARTA,SENIRKENT
HALUK,OLGAÇ,M,5514362403,1973-08-31,14364987326,ÇORUM,ISKILIP
AÇILAY,ERKURAN,F,5587813029,1973-09-11,46037729482,SANLIURFA,MERKEZ
NİGAR,BİNBOĞA,F,5379641438,2004-01-30,78835926322,MANISA,TURGUTLU
GÜLDEN,SOYKAMER,F,5329514231,2015-10-13,53566069799,BOLU,YENIÇAGA
ECEM,KİŞİ,F,5300199044,1938-11-10,66864010708,BAYBURT,AYDINTEPE
HİCABİ,YURDAM,M,5434828199,1949-10-20,59302056606,ÇORUM,KARGI
EVRAN,YENİDÜNYA,M,5324429448,2011-08-19,20384602182,NEVSEHIR,ÜRGÜP
İTIR,BAYRAM,F,5362973326,1961-08-09,33316395976,TEKIRDAG,MALKARA
MUKADDES,EKİCİ,F,5561157822,1940-05-06,28042394916,ANKARA,HAYMANA
ERKİN,YEŞİLOVA,M,5439152741,1988-02-26,33166737285,BILECIK,GÖLBASI
AFİTAP,VURAL,F,5456998474,1967-03-18,28446298294,KARABÜK,GÖLBASI
HASİN,TATAR,M,5557412946,1974-11-24,22791545101,ISPARTA,KEÇIBORLU
BAHA,ERGİNTÜRK ACAR,M,5376705179,2010-02-24,75546147924,SAKARYA,KOCAALI
FASİH,DURÇ ÖZTÜRK,M,5522112844,1949-08-11,54220049908,BALIKESIR,ERDEK
RACİ,ERYILMAZ,M,5571020446,1966-06-12,41444044612,ÇANKIRI,KORGUN
ERDEM,SAÇLI,M,5401279685,1961-10-22,13591608210,DENIZLI,BULDAN
BURAK,ŞATIROĞLU,M,5342777799,1933-10-07,78014562475,BALIKESIR,MANYAS
EDE,ÇOBANOĞLU,M,5588165117,2013-09-18,64486452251,MARDIN,KIZILTEPE
DERVİŞ,YALÇIN,M,5373983397,1938-08-26,65459678371,ORDU,FATSA
ÖZLEM,ÜNSAL,F,5385675869,1937-11-08,25479141384,BALIKESIR,BIGADIÇ
DUYGU,ÖĞÜT AYDIN,F,5567195148,1980-12-18,48213415254,TRABZON,VAKFIKEBIR
BERİNAY,YILMAZ,F,5527682399,2002-03-15,54317253611,EDIRNE,MERIÇ
RACİ,ERYILMAZ,M,5465125833,1960-11-07,69372224529,ERZURUM,ÇAT
MUKTEDİ,BAKIRCI,M,5386601380,1930-10-17,48634301440,ADIYAMAN,GERGER
GÜLDESTE,BEKTAŞ,F,5430179284,1930-01-11,16192408942,TOKAT,SULUSARAY
HASİBİ,KEBAPCILAR,M,5421114403,1969-11-27,70632385923,ANKARA,GÜDÜL
BEHLÜL,ASENA,M,5408152773,1990-06-24,14907609689,KAYSERI,SARIZ
HAMZA,MALÇOK,M,5356557802,1988-04-14,48304058490,TOKAT,MERKEZ
HAYAL,YILDIRIM,F,5417957446,1985-10-08,33964109634,KIRKLARELI,LÜLEBURGAZ
GÖKŞİN,SEVER,F,5588431535,1975-04-30,68315682512,MARDIN,MIDYAT
MEDENİ,SEVİNGİL,M,5591889888,1948-06-19,52254009644,AYDIN,SÖKE
ÇİMEN,GİRAY,F,5406429887,1935-05-28,43341366085,ESKISEHIR,SIVRIHISAR
MİSBAH,ÇEVİKER,M,5410340512,1948-10-18,22156238421,BITLIS,MUTKI
İLKSEN,DEMİRTAŞ,F,5456338277,1984-04-30,43301991016,EDIRNE,IPSALA
SEVİL,ERCAN,F,5552372286,1955-01-23,67327360348,ISPARTA,SARKIKARAAGAÇ
RÜYA,YENİN,F,5313813249,2005-04-11,26096674937,GÜMÜSHANE,SIRAN
ZİVER,GÖRKEM,M,5434398587,1955-01-04,16569737264,YALOVA,ARMUTLU
BİLAL,TARKAN,M,5514100688,2011-06-19,43138881707,GÜMÜSHANE,KELKIT
OYA,ERYAVUZ,F,5572114932,1951-07-28,33555654835,AYDIN,GÖLBASI
MUAMMER,BAYRAKTAR,M,5431707162,2013-04-19,73565011229,KONYA,AKSEHIR
KAAN,ÖZCAN,M,5547393046,1976-12-28,64353846719,ISPARTA,EGIRDIR
MÜBEŞŞİR,UYSAL,M,5392777903,1951-02-08,42784828449,BURSA,YENISEHIR
ŞENGÜL,ASLANKARA,F,5389581132,1976-07-11,89003117217,KASTAMONU,ARAÇ
ESER,KARAHAN,F,5513896956,1982-07-28,73360120931,ISTANBUL,BAYRAMPASA
MÜŞİR,AYHAN,M,5448802757,1971-09-26,52177898558,KOCAELI,GÖLCÜK
OYA,ERYAVUZ,F,5327209119,1985-02-20,36644972726,KAYSERI,BÜNYAN
NEŞET,DEMİRTAŞ,M,5549221755,1995-11-16,60702229313,DÜZCE,CUMAYERI
ANİSE,KULAÇ,F,5453477900,1949-03-29,29632296930,ERZURUM,ÇAT
NECCAR,SALTÜRK,M,5366546640,1969-03-21,55527539280,BITLIS,GÜROYMAK
VERDA,BOZKURT,F,5574789503,1943-01-27,78128337330,MERSIN,GÖLBASI
SEÇİL,KOCABAŞ,F,5455121141,1949-04-28,23120396269,KÜTAHYA,DOMANIÇ
ŞENNUR,EMLAKÇIOĞLU,F,5596856699,1937-01-13,58221405305,DENIZLI,TAVAS
BEDİR,AVCIOĞLU,M,5547437677,2023-04-20,24614048986,USAK,MERKEZ
ŞECAEDDİN,ÖZÜAK,M,5367774400,1948-07-20,65827284439,KAHRAMANMARAS,ELBISTAN
MÜBEŞŞİR,UYSAL,M,5581835466,1990-01-02,64968184823,BALIKESIR,BURHANIYE
PERİHAN,BAYSAL,F,5352458249,1966-03-30,76734583639,SIIRT,KURTALAN
SEVİNÇ,KILIÇ,F,5414663773,1945-06-17,30116139110,USAK,ESME
VEDAT,KOÇAR,M,5534422111,2020-08-03,80513028522,ESKISEHIR,INÖNÜ
TAMER,KIR,M,5574233509,1952-09-07,79346889953,BITLIS,TATVAN
İDİL,KULAK GEDİK,F,5517838600,2015-03-01,29509618637,AYDIN,KUSADASI
TAHSİN,GÖKÇEK,M,5329319000,1990-05-22,56992119708,ERZURUM,OLTU
SEYFULLAH,ŞAHİN,M,5442469586,1958-06-27,47933223764,MERSIN,ERDEMLI
SAFFAN,CANATAN,M,5343635810,2018-06-09,51868359757,KAYSERI,INCESU
VUSLAT,ÖZMEN SÜNER,F,5426251020,1963-02-01,61537268263,DIYARBAKIR,SILVAN
FAHREDDİN,ÖZDEMİRKIRAN,M,5435951440,2022-07-31,26334762371,SIIRT,SIRVAN
DAHİ,BÜYÜKTAŞ,M,5515990636,1998-10-20,19262042695,KONYA,DOGANHISAR
TARIK,ÖZALP,M,5566376588,2010-10-30,68635203416,DENIZLI,HONAZ
MERT,GENÇPINAR,M,5503709249,1967-03-23,33355313388,MANISA,SARUHANLI
TACEDDİN,ÖZ,M,5501555040,1947-07-23,36330104349,KONYA,TASKENT
DİDEM,PİŞİRGEN,F,5531407400,2018-10-08,39462468140,ISPARTA,ULUBORLU
HAKKI,DEĞİRMENCİ AKAR,M,5373005946,1970-04-04,21767207210,ORDU,ÜNYE
MÜMTAZ,ALBAYRAK,M,5515415396,1978-09-20,17467798060,SANLIURFA,SIVEREK
SERDAR,AKPINAR,M,5389327734,1949-03-02,46246456565,TRABZON,SALPAZARI
İCLAL,KANIK YÜKSEK,F,5493959168,1989-12-19,50801588484,MARDIN,DERIK
CERRAH,DEMİREL,M,5560968251,2020-08-04,54479708643,AYDIN,INCIRLIOVA
ÖMER,BAŞTÜRK AYHAN,M,5557528634,1932-11-14,64593868473,ANTALYA,KEPEZ
KAZIM,CELTEMEN,M,5408938786,1997-03-28,29687429983,KILIS,ELBEYLI
CEMAL,BABACAN,M,5411906442,1979-08-25,75560622346,SAMSUN,ASARCIK
ÜSAME,ÖNAL MUSALAR,M,5420930913,2018-05-08,16706373643,SAKARYA,SERDIVAN
RİFAT,AKSUN,M,5586785900,1964-04-06,42364666826,MERSIN,YENISEHIR
ÜSAME,ÖNAL MUSALAR,M,5374117681,1931-11-03,27547804060,AYDIN,BOZDOGAN
ZEKERİYYA,AKYILMAZ,M,5362228406,1939-07-30,78168656368,AGRI,DOGUBAYAZIT
NAZLI,OFLAZ,F,5433955676,1934-01-20,60159202692,KASTAMONU,SEYDILER
MAHMUR,KESKİN,M,5574652418,1997-05-22,22947887465,KAYSERI,MELIKGAZI
HASİBİ,KEBAPCILAR,M,5598691075,2001-05-29,60682810487,ERZURUM,PASINLER
MELODİ,ERDEM ÖZCAN,F,5470368671,1985-02-19,69847114536,GAZIANTEP,SEHITKAMIL
ABİDİN,KIYAK YILMAZ,M,5323874778,1962-12-12,78829020867,SAKARYA,KOCAALI
ŞEHRAZAT,SARAL,F,5303677336,1937-09-03,36172526187,TRABZON,ÇAYKARA
İHVAN,ŞEN,M,5342377952,1941-07-04,89661294976,MUGLA,MARMARIS
YEKTA,ALTUN,M,5361818293,2018-05-26,39158435414,KASTAMONU,ÇATALZEYTIN
ZEKİYE,SADİ AYKAN,F,5477754462,2007-03-10,34606173385,SINOP,DURAGAN
GÜRCAN,KÖKSOY,F,5463879207,2018-06-21,57120672423,TUNCELI,MAZGIRT
GÜNNUR,ÖZDOĞAN,F,5509103347,1975-08-16,18557247930,ESKISEHIR,MIHALGAZI
FERDA,YÜKSEL,F,5310795380,1985-09-16,39981785937,AFYONKARAHISAR,SULTANDAGI
NİSAN,TAŞ,F,5568087104,1966-11-16,82467126626,YOZGAT,YENIFAKILI
MERİÇ:,ÜNAL,F,5343557546,1950-06-10,54176195245,SAKARYA,SÖGÜTLÜ
GÜNER,KUTLUYURDU,F,5523858335,2014-10-14,22106637931,SIVAS,DOGANSAR
YELDA,KÖYCÜ,F,5361636124,1965-12-23,29532034721,SANLIURFA,CEYLANPINAR
TAMER,KIR,M,5394811429,1931-01-05,54436632774,TOKAT,SULUSARAY
BENLİ,ULUÖZ,F,5314810937,1983-11-28,30838344391,ADANA,FEKE
EBRU,TEMEL,F,5528799417,2019-09-02,47631816787,ISTANBUL,BEYKOZ
MUHAMMED,CANTÜRK,M,5596653336,1951-12-17,83257292231,BURDUR,KARAMANLI
ZÜBEYR,TEN,M,5552652226,1974-10-08,55113631892,ISTANBUL,ATASEHIR
GAZİ,BAŞYURT,M,5483743033,1977-12-26,35026254530,ORDU,MESUDIYE
MEHTAP,ÖNDER SİVİŞ,F,5486823849,2008-04-21,45172383316,ISTANBUL,TUZLA
AYREN,ÖZTÜRK,F,5535760304,1974-12-24,66237570988,BARTIN,ULUS
AVŞAR,GÜNAY,M,5406817120,1985-11-15,53173631073,ÇANKIRI,KIZILIRMAK
GÜHER,ARKAN,F,5313344767,1977-04-02,31286247958,KARABÜK,MERKEZ
BURAK,ŞATIROĞLU,M,5382019383,1969-08-31,17848806454,ISTANBUL,BASAKSEHIR
NESLİŞAH,YILMAZ,F,5528266224,1944-02-06,53649991870,BALIKESIR,IVRINDI
MUTAHHAR,DUMAN,M,5588660001,1960-08-19,40125418824,ZONGULDAK,ALAPLI
ZİYAD,KARACAN,M,5564536143,1950-04-24,27051294899,MANISA,AHMETLI
GAZİ,BAŞYURT,M,5538767223,1977-06-03,40156539427,GÜMÜSHANE,KÖSE
FEYZA,KAPLAN,F,5547500630,1970-11-01,16559139976,NIGDE,MERKEZ
ESER,KARAHAN,F,5412545790,2014-07-13,37149994412,BURSA,YILDIRIM
NASREDDİN,DEMİR,M,5512399299,1952-01-11,68634600543,BILECIK,PAZARYERI
SELVİ,GENÇ,F,5341755473,1991-05-03,35810939118,BALIKESIR,MARMARA
MUHAMMED,CANTÜRK,M,5569555250,1940-01-12,38400882482,AYDIN,KARACASU
MELTEM,BAŞMAN,F,5441504386,1986-08-25,79132663317,HAKKARI,YÜKSEKOVA
KISMET,ARSLAN,F,5522911752,2010-10-13,42070113569,YOZGAT,KADISEHRI
